8.39,16.0,defrosting,OFF,ON,1602636856.2271514
8.53,16.0,cooling,OFF,OFF,1602636858.2335668
8.39,16.0,defrosting,OFF,ON,1602636860.2399478
8.34,16.0,cooling,OFF,OFF,1602636862.24632
8.34,16.0,defrosting,OFF,ON,1602636864.2527018
8.34,16.0,cooling,OFF,OFF,1602636866.259148
8.39,16.0,defrosting,OFF,ON,1602636868.2692006
8.34,16.0,cooling,OFF,OFF,1602636870.2756104
8.44,16.0,defrosting,OFF,ON,1602636872.2826366
8.29,16.0,cooling,OFF,OFF,1602636874.2892165
8.34,16.0,defrosting,OFF,ON,1602636876.2956142
8.34,16.0,cooling,OFF,OFF,1602636878.3019905
8.2,16.0,defrosting,OFF,ON,1602636880.3105016
8.34,16.0,cooling,OFF,OFF,1602636882.3167233
8.25,16.0,defrosting,OFF,ON,1602636884.3231757
8.2,16.0,cooling,OFF,OFF,1602636886.3291116
8.29,16.0,defrosting,OFF,ON,1602636888.3355792
8.2,16.0,cooling,OFF,OFF,1602636890.3439384
8.29,16.0,defrosting,OFF,ON,1602636892.350524
8.15,16.0,cooling,OFF,OFF,1602636894.3571398
8.25,16.0,defrosting,OFF,ON,1602636896.3643472
8.25,16.0,cooling,OFF,OFF,1602636898.3709562
8.15,16.0,defrosting,OFF,ON,1602636900.3823938
8.25,16.0,cooling,OFF,OFF,1602636902.3891456
8.2,16.0,defrosting,OFF,ON,1602636904.3968635
8.11,16.0,cooling,OFF,OFF,1602636906.4087212
8.15,16.0,defrosting,OFF,ON,1602636908.415399
8.06,16.0,cooling,OFF,OFF,1602636910.4218962
8.11,16.0,defrosting,OFF,ON,1602636912.426823
8.06,16.0,cooling,OFF,OFF,1602636914.4333212
8.11,16.0,defrosting,OFF,ON,1602636916.444711
8.11,16.0,cooling,OFF,OFF,1602636918.451377
8.01,16.0,defrosting,OFF,ON,1602636920.4585361
8.06,16.0,cooling,OFF,OFF,1602636922.4652205
8.15,16.0,defrosting,OFF,ON,1602636924.4717307
8.06,16.0,cooling,OFF,OFF,1602636926.477205
8.06,16.0,defrosting,OFF,ON,1602636928.4824028
8.06,16.0,cooling,OFF,OFF,1602636930.488971
